Index,Age (Birthdate),Gender,Race,Domestic or INTL Applicant,Mailing Country,Mailing State/Province,Program Selection: Program Selection Name,Admissions Status
295,22,Male,Asian,International,India,Karnataka,Computer Science: Scientific Computing (MS),Incomplete
289,22,Male,Asian,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Incomplete
293,21,Female,Asian,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Incomplete
300,23,Female,Asian,International,India,Maharashtra,Computer Science: Scientific Computing (MS),Incomplete
294,21,Male,None Listed,International,India,None Listed,Computer Science: Scientific Computing (MS),Incomplete
299,23,Male,Asian,International,India,None Listed,Computer Science: Scientific Computing (MS),Incomplete
304,24,Male,Asian,International,India,None Listed,Computer Science: Scientific Computing (MS),Incomplete
301,23,Female,None Listed,International,"Iran, Islamic Republic of",None Listed,Computer Science: Scientific Computing (MS),Incomplete
303,23,Male,Asian,International,Nepal,None Listed,Computer Science: Scientific Computing (MS),Incomplete
302,22,Male,Asian,International,United States,Michigan,Computer Science: Scientific Computing (MS),Incomplete
288,21,Female,Asian,International,United States,New Jersey,Computer Science: Scientific Computing (MS),Incomplete
297,33,Male,White,International,United States,Pennsylvania,Computer Science: Scientific Computing (MS),Incomplete
412,21,Female,White,International,Armenia,Yerevan,Creative Writing (MFA) Camden,Incomplete
389,54,Female,White,International,Australia,Australian Capital Territory,Creative Writing (MFA) Camden,Incomplete
408,23,Female,Black or African American,International,Ghana,None Listed,Creative Writing (MFA) Camden,Incomplete
397,26,Male,White,International,"Iran, Islamic Republic Of",Tehran,Creative Writing (MFA) Camden,Incomplete
348,26,Female,White,International,Japan,Aomori-ken,Creative Writing (MFA) Camden,Incomplete
431,35,Female,Black or African American,International,Kenya,Kenya,Creative Writing (MFA) Camden,Incomplete
441,34,Female,Black or African American,International,Nigeria,Lagos,Creative Writing (MFA) Camden,Incomplete
375,28,Male,Black or African American,International,Nigeria,Lagos,Creative Writing (MFA) Camden,Incomplete
407,35,Male,White,International,Turkey,None Listed,Creative Writing (MFA) Camden,Incomplete
386,29,Male,Hispanic or Latino; White,Domestic,United States,Arizona,Creative Writing (MFA) Camden,Incomplete
349,26,Female,White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
364,22,Female,Hispanic or Latino; White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
365,26,Male,White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
372,26,Male,White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
374,24,Female,Asian,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
398,32,Female,White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
404,37,Male,White,Domestic,United States,California,Creative Writing (MFA) Camden,Incomplete
354,26,Male,Black or African American,Domestic,United States,Delaware,Creative Writing (MFA) Camden,Incomplete
357,23,Female,White,Domestic,United States,Florida,Creative Writing (MFA) Camden,Incomplete
390,22,Male,White,Domestic,United States,Florida,Creative Writing (MFA) Camden,Incomplete
402,22,Female,Black or African American; White,Domestic,United States,Georgia,Creative Writing (MFA) Camden,Incomplete
387,26,Female,White,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Incomplete
393,20,Male,White,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Incomplete
437,39,Female,Black or African American,International,United States,Illinois,Creative Writing (MFA) Camden,Incomplete
443,24,Female,Hispanic or Latino,Domestic,United States,Illinois,Creative Writing (MFA) Camden,Incomplete
406,36,Female,None Listed,Domestic,United States,Indiana,Creative Writing (MFA) Camden,Incomplete
436,22,Female,White,Domestic,United States,Iowa,Creative Writing (MFA) Camden,Incomplete
446,37,Male,White,Domestic,United States,Kentucky,Creative Writing (MFA) Camden,Incomplete
371,30,Male,None Listed,Domestic,United States,Maryland,Creative Writing (MFA) Camden,Incomplete
361,28,Male,None Listed,Domestic,United States,Massachusetts,Creative Writing (MFA) Camden,Incomplete
394,36,Female,Hispanic or Latino,Domestic,United States,Massachusetts,Creative Writing (MFA) Camden,Incomplete
411,31,Female,White,Domestic,United States,Massachusetts,Creative Writing (MFA) Camden,Incomplete
380,28,Female,White,Domestic,United States,Minnesota,Creative Writing (MFA) Camden,Incomplete
346,22,Male,White,Domestic,United States,Missouri,Creative Writing (MFA) Camden,Incomplete
428,32,Male,White,Domestic,United States,Montana,Creative Writing (MFA) Camden,Incomplete
352,24,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
362,24,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
367,23,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
376,22,Male,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
377,43,Male,Black or African American,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
378,49,Female,"Black or African American; Hispanic or Latino; Puerto Rico,Black or African American",Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
379,25,Male,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
381,21,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
388,21,Female,Black or African American; Hispanic or Latino,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
399,23,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
409,25,Female,Black or African American,International,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
413,35,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
414,38,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
416,22,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
419,22,Male,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
420,32,Male,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
422,23,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
424,29,Male,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
430,35,Female,White,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
434,22,Female,Asian; Hispanic or Latino; Native Hawaiian or Other Pacific Islander,Domestic,United States,New Jersey,Creative Writing (MFA) Camden,Incomplete
353,26,Male,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
356,20,Male,Asian,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
359,24,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
363,44,Female,Asian,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
369,24,Male,Black or African American,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
385,28,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
400,28,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
401,26,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
405,21,Female,Black or African American,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
418,25,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
421,29,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
423,24,Female,Asian,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
442,32,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
444,30,Male,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
445,23,Female,White,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
447,27,Female,Asian,Domestic,United States,New York,Creative Writing (MFA) Camden,Incomplete
373,25,Male,White,Domestic,United States,North Carolina,Creative Writing (MFA) Camden,Incomplete
426,31,Female,Black or African American,Domestic,United States,North Carolina,Creative Writing (MFA) Camden,Incomplete
429,22,Female,Asian; White,Domestic,United States,Ohio,Creative Writing (MFA) Camden,Incomplete
432,23,Male,Hispanic or Latino; White,Domestic,United States,Ohio,Creative Writing (MFA) Camden,Incomplete
358,31,Male,White,Domestic,United States,Oregon,Creative Writing (MFA) Camden,Incomplete
344,35,Male,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
345,22,Female,Hispanic or Latino,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
350,28,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
351,32,Male,Black or African American,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
355,29,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
360,24,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
366,22,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
368,48,Male,Black or African American; White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
370,43,Female,None Listed,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
383,30,Male,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
384,22,Male,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
391,33,Female,Asian,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
392,21,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
395,38,Female,Asian,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
396,22,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
415,57,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
427,22,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
433,24,Male,Black or African American,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
438,23,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
439,23,Female,White,Domestic,United States,Pennsylvania,Creative Writing (MFA) Camden,Incomplete
347,30,Male,Black or African American,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Incomplete
410,24,Female,White,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Incomplete
440,29,Female,White,Domestic,United States,Tennessee,Creative Writing (MFA) Camden,Incomplete
382,20,Female,Hispanic or Latino,Domestic,United States,Texas,Creative Writing (MFA) Camden,Incomplete
425,24,Female,White,Domestic,United States,Texas,Creative Writing (MFA) Camden,Incomplete
435,31,Female,White,Domestic,United States,Utah,Creative Writing (MFA) Camden,Incomplete
403,22,Male,White,Domestic,United States,Wisconsin,Creative Writing (MFA) Camden,Incomplete
417,24,Male,White,Domestic,United States,Wisconsin,Creative Writing (MFA) Camden,Incomplete
473,44,Male,Black or African American,International,Nigeria,Ekiti State,Criminal Justice (MA),Incomplete
650,25,Male,Asian,International,Bangladesh,Dhaka,Data Science (MS),Incomplete
700,24,Male,Asian,International,Bangladesh,Sylhet Division,Data Science (MS),Incomplete
669,25,Male,Asian,International,China,Guangdong,Data Science (MS),Incomplete
672,23,Male,Asian,International,China,Guangdong,Data Science (MS),Incomplete
694,24,Male,Asian,International,China,Hubei,Data Science (MS),Incomplete
652,21,Male,Asian,International,China,Shanghai,Data Science (MS),Incomplete
663,22,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
664,21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
667,22,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
678,21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
685,23,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
690,24,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
691,21,Female,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
692,21,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
701,24,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
705,23,Male,Asian,International,India,Andhra Pradesh,Data Science (MS),Incomplete
666,23,Female,Asian,International,India,Delhi,Data Science (MS),Incomplete
677,21,Male,Asian,International,India,Delhi,Data Science (MS),Incomplete
695,22,Male,Asian,International,India,Delhi,Data Science (MS),Incomplete
645,21,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete
648,22,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete
654,20,Female,Asian,International,India,Gujarat,Data Science (MS),Incomplete
686,21,Male,Asian,International,India,Gujarat,Data Science (MS),Incomplete
689,24,Male,Asian,International,India,Kerala,Data Science (MS),Incomplete
655,26,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
668,25,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
670,36,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
671,32,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete
673,27,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
674,24,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
676,26,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
707,22,Male,Asian,International,India,Karnataka,Data Science (MS),Incomplete
708,22,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete
709,22,Female,Asian,International,India,Karnataka,Data Science (MS),Incomplete
646,23,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
651,20,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
656,21,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
660,22,Male,American Indian or Alaska Native,International,India,Maharashtra,Data Science (MS),Incomplete
665,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
675,25,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
680,21,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
684,25,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
687,22,Male,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
688,23,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
696,26,Female,Asian,International,India,Maharashtra,Data Science (MS),Incomplete
662,20,Male,Asian,International,India,None Listed,Data Science (MS),Incomplete
693,23,Female,Asian,International,India,Odisha,Data Science (MS),Incomplete
642,22,Male,Asian,International,India,Tamil Nadu,Data Science (MS),Incomplete
683,23,Male,Asian,International,India,TamilNadu,Data Science (MS),Incomplete
704,25,Male,Asian,International,India,TamilNadu,Data Science (MS),Incomplete
649,23,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
658,25,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
661,20,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
679,22,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
682,21,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
698,21,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
699,22,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
703,28,Male,Asian,International,India,Telangana,Data Science (MS),Incomplete
653,25,Male,Asian,International,India,Uttar Pradesh,Data Science (MS),Incomplete
647,24,Female,Asian,International,"Iran, Islamic Republic Of",None Listed,Data Science (MS),Incomplete
643,30,Female,Asian,International,"Korea, Republic of",None Listed,Data Science (MS),Incomplete
657,22,Male,Black or African American,International,Nigeria,Lagos,Data Science (MS),Incomplete
644,28,Female,Black or African American,International,United States,California,Data Science (MS),Incomplete
659,21,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Data Science (MS),Incomplete
681,24,Male,White,Domestic,United States,New Jersey,Data Science (MS),Incomplete
706,25,Male,None Listed,Domestic,United States,New Jersey,Data Science (MS),Incomplete
702,23,Female,Asian,International,United States,New York,Data Science (MS),Incomplete
697,23,Female,Black or African American,International,United States,Ohio,Data Science (MS),Incomplete
872,43,Male,Black or African American,International,Ghana,Greater Accra,English (MA),Incomplete
877,40,Male,Black or African American,International,Ghana,Northern Region,English (MA),Incomplete
875,31,Female,Asian,International,India,West Bengal,English (MA),Incomplete
880,27,Female,Asian,International,"Iran, Islamic Republic Of",Alborz,English (MA),Incomplete
868,26,Male,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Incomplete
876,27,Female,White,International,"Iran, Islamic Republic Of",Tehran,English (MA),Incomplete
869,42,Male,Black or African American,International,Nigeria,None Listed,English (MA),Incomplete
870,30,Male,Asian,International,"Taiwan, Province Of China",None Listed,English (MA),Incomplete
865,22,Female,Asian; White,Domestic,United States,California,English (MA),Incomplete
871,22,Male,White,Domestic,United States,California,English (MA),Incomplete
866,21,Female,White,Domestic,United States,Florida,English (MA),Incomplete
873,23,Male,White,Domestic,United States,Massachusetts,English (MA),Incomplete
879,25,Male,Asian,International,United States,Massachusetts,English (MA),Incomplete
867,22,Female,White,Domestic,United States,New Jersey,English (MA),Incomplete
878,33,Male,Black or African American,International,United States,New Mexico,English (MA),Incomplete
881,31,Female,White,Domestic,United States,New York,English (MA),Incomplete
882,33,Male,Black or African American,International,United States,New York,English (MA),Incomplete
863,24,Male,Hispanic or Latino,Domestic,United States,Texas,English (MA),Incomplete
864,22,Female,Asian,International,United States,Wisconsin,English (MA),Incomplete
874,26,Male,Black or African American,International,Zimbabwe,Masvingo,English (MA),Incomplete
898,27,Male,Black or African American,International,Ghana,Greater Accra,Forensic Science (MS),Incomplete
900,25,Female,White,Domestic,United States,California,Forensic Science (MS),Incomplete
901,25,Male,Asian,International,United States,California,Forensic Science (MS),Incomplete
897,21,Female,White,Domestic,United States,New Jersey,Forensic Science (MS),Incomplete
899,22,Male,Hispanic or Latino,Domestic,United States,New Jersey,Forensic Science (MS),Incomplete
943,23,Male,Asian,International,India,Maharashtra,Mathematical Sciences (MS),Incomplete
944,21,Male,None Listed,International,United Kingdom,None Listed,Mathematical Sciences (MS),Incomplete
942,21,Male,White,Domestic,United States,Connecticut,Mathematical Sciences (MS),Incomplete
948,22,Female,Asian,International,Canada,British Columbia,Prevention Science (MS),Incomplete
954,25,Female,Asian,International,Canada,British Columbia,Prevention Science (MS),Incomplete
949,23,Female,Black or African American,International,Ghana,Accra,Prevention Science (MS),Incomplete
957,21,Female,Asian,Domestic,Hong Kong,None Listed,Prevention Science (MS),Incomplete
958,38,Female,Black or African American,International,Kenya,Nairobi,Prevention Science (MS),Incomplete
947,38,Female,Black or African American,International,Malawi,Not Specified,Prevention Science (MS),Incomplete
955,28,Male,Black or African American,International,Nigeria,Federal Capital Territory,Prevention Science (MS),Incomplete
953,23,Female,Black or African American; White,Domestic,United States,Indiana,Prevention Science (MS),Incomplete
950,20,Female,Black or African American,Domestic,United States,Minnesota,Prevention Science (MS),Incomplete
951,21,Female,Hispanic or Latino,Domestic,United States,New Hampshire,Prevention Science (MS),Incomplete
952,24,Female,White,Domestic,United States,New Jersey,Prevention Science (MS),Incomplete
956,24,Female,White,Domestic,United States,South Carolina,Prevention Science (MS),Incomplete
971,35,Female,Black or African American,International,Bahamas,None Listed,Prevention Science (PHD),Incomplete
995,22,Female,Asian,International,Canada,Ontario,Prevention Science (PHD),Incomplete
972,31,Female,Asian,International,India,None Listed,Prevention Science (PHD),Incomplete
973,26,Female,Black or African American,International,Nigeria,Delta,Prevention Science (PHD),Incomplete
970,40,Male,Black or African American,International,Nigeria,Kogi,Prevention Science (PHD),Incomplete
980,32,Male,Black or African American,International,Nigeria,Lagos,Prevention Science (PHD),Incomplete
967,35,Male,Black or African American,International,Nigeria,Plateau,Prevention Science (PHD),Incomplete
993,29,Male,White,Domestic,None Listed,None Listed,Prevention Science (PHD),Incomplete
998,28,Female,Black or African American,International,Qatar,Doha,Prevention Science (PHD),Incomplete
983,27,Male,White,Domestic,United States,Arizona,Prevention Science (PHD),Incomplete
985,21,Female,Black or African American,Domestic,United States,Illinois,Prevention Science (PHD),Incomplete
986,21,Female,Asian,Domestic,United States,Indiana,Prevention Science (PHD),Incomplete
984,28,Female,White,Domestic,United States,Massachusetts,Prevention Science (PHD),Incomplete
968,39,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
969,42,Male,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
974,40,Male,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
976,40,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
979,23,Female,Asian,International,United States,New Jersey,Prevention Science (PHD),Incomplete
988,46,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
989,27,Female,Black or African American,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
991,28,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
992,27,Female,White,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
999,34,Female,None Listed,Domestic,United States,New Jersey,Prevention Science (PHD),Incomplete
975,28,Female,Asian,International,United States,New York,Prevention Science (PHD),Incomplete
977,27,Female,Asian,Domestic,United States,New York,Prevention Science (PHD),Incomplete
978,47,Female,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete
981,21,Male,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete
987,23,Female,Asian; White,Domestic,United States,New York,Prevention Science (PHD),Incomplete
990,29,Female,Asian,Domestic,United States,New York,Prevention Science (PHD),Incomplete
996,21,Female,White,Domestic,United States,New York,Prevention Science (PHD),Incomplete
994,26,Female,Black or African American,International,United States,None Listed,Prevention Science (PHD),Incomplete
982,26,Male,Asian,International,United States,North Carolina,Prevention Science (PHD),Incomplete
997,22,Female,White,Domestic,United States,Ohio,Prevention Science (PHD),Incomplete
1097,22,Female,Asian,International,Canada,British Columbia,Psychology: Psychological Sciences (MA),Incomplete
1123,22,Female,Asian,International,Canada,Ontario,Psychology: Psychological Sciences (MA),Incomplete
1095,22,Female,White,International,Canada,Quebec,Psychology: Psychological Sciences (MA),Incomplete
1073,30,Female,Asian,International,China,None Listed,Psychology: Psychological Sciences (MA),Incomplete
1115,23,Female,Asian,International,China,Zhejiang,Psychology: Psychological Sciences (MA),Incomplete
1075,23,Female,Black or African American,International,Ghana,Accra,Psychology: Psychological Sciences (MA),Incomplete
1053,33,Female,Black or African American,International,Ghana,Greater Accra,Psychology: Psychological Sciences (MA),Incomplete
1098,22,Female,Asian,International,India,Maharashtra,Psychology: Psychological Sciences (MA),Incomplete
1060,22,Female,None Listed,International,India,None Listed,Psychology: Psychological Sciences (MA),Incomplete
1071,30,Female,White,International,"Iran, Islamic Republic Of",Isfahan,Psychology: Psychological Sciences (MA),Incomplete
1070,23,Female,Asian,International,"Iran, Islamic Republic Of",Yazd,Psychology: Psychological Sciences (MA),Incomplete
1120,38,Female,Black or African American,International,Kenya,Nairobi,Psychology: Psychological Sciences (MA),Incomplete
1065,26,Male,Asian,International,"Korea, Republic of",None Listed,Psychology: Psychological Sciences (MA),Incomplete
1059,22,Female,White,International,Qatar,None Listed,Psychology: Psychological Sciences (MA),Incomplete
1086,27,Male,White,Domestic,United States,Arizona,Psychology: Psychological Sciences (MA),Incomplete
1088,23,Female,Asian,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete
1102,24,Female,Asian,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete
1111,21,Female,White,Domestic,United States,California,Psychology: Psychological Sciences (MA),Incomplete
1092,21,Female,White,Domestic,United States,Connecticut,Psychology: Psychological Sciences (MA),Incomplete
1082,22,Female,White,Domestic,United States,District of Columbia,Psychology: Psychological Sciences (MA),Incomplete
1100,21,Female,Black or African American,International,United States,Florida,Psychology: Psychological Sciences (MA),Incomplete
1106,21,Female,White,Domestic,United States,Florida,Psychology: Psychological Sciences (MA),Incomplete
1081,22,Female,White,Domestic,United States,Illinois,Psychology: Psychological Sciences (MA),Incomplete
1066,23,Female,Black or African American,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete
1089,21,Female,White,International,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete
1114,21,Female,Asian,Domestic,United States,Indiana,Psychology: Psychological Sciences (MA),Incomplete
1119,24,Male,White,Domestic,United States,Louisiana,Psychology: Psychological Sciences (MA),Incomplete
1109,41,Female,White,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Incomplete
1118,22,Female,White,Domestic,United States,Maryland,Psychology: Psychological Sciences (MA),Incomplete
1072,22,Female,Asian,Domestic,United States,Massachusetts,Psychology: Psychological Sciences (MA),Incomplete
1099,25,Female,Asian,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Incomplete
1116,21,Male,White,Domestic,United States,Michigan,Psychology: Psychological Sciences (MA),Incomplete
1113,20,Female,Black or African American,Domestic,United States,Minnesota,Psychology: Psychological Sciences (MA),Incomplete
1083,25,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Incomplete
1090,25,Female,White,Domestic,United States,Missouri,Psychology: Psychological Sciences (MA),Incomplete
1076,21,Female,White,Domestic,United States,Nebraska,Psychology: Psychological Sciences (MA),Incomplete
1054,28,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1057,20,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1058,23,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1061,32,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1062,22,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1064,21,Male,Black or African American; Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1067,21,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1077,20,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1085,22,Female,Black or African American,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1087,21,Female,White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1091,29,Male,None Listed,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1101,22,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1103,22,Female,Hispanic or Latino; White,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1108,32,Female,Asian,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1117,35,Female,Hispanic or Latino,Domestic,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1122,30,Female,Black or African American,International,United States,New Jersey,Psychology: Psychological Sciences (MA),Incomplete
1069,25,Female,Asian; White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1074,20,Female,Asian,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1078,21,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1079,22,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1084,20,Male,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1093,25,Female,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1096,21,Female,Asian; Black or African American,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1105,21,Female,White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1110,23,Female,Asian; White,Domestic,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1107,22,Female,White,Domestic,United States,North Carolina,Psychology: Psychological Sciences (MA),Incomplete
1055,25,Female,Asian,International,United States,New York,Psychology: Psychological Sciences (MA),Incomplete
1056,23,Female,American Indian or Alaska Native,Domestic,United States,Oklahoma,Psychology: Psychological Sciences (MA),Incomplete
1068,24,Male,Asian; White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Incomplete
1121,22,Female,White,Domestic,United States,Pennsylvania,Psychology: Psychological Sciences (MA),Incomplete
